theme,sub_theme,topic,geography_type,geography,metric,sex,age,stratum,year,date,metric_value,in_reporting_delay_period
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-03-07,1.6000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-03-06,1.5300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-03-05,1.4900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-03-04,1.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-03-03,1.4900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-03-02,1.5900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-03-01,1.6100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-28,1.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-27,1.7300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-26,1.7800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-25,1.8100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-24,1.7800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-23,1.7100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-22,1.6900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-21,1.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-20,1.5900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-19,1.5900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-18,1.5300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-17,1.5400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-16,1.5400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-15,1.5700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-14,1.5800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-13,1.5700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-12,1.5100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-11,1.5100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-10,1.4900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-09,1.4900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-08,1.4600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-07,1.4400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-06,1.4300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-05,1.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-04,1.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-03,1.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-02,1.4900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-02-01,1.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-31,1.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-30,1.4900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-29,1.4500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-28,1.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-27,1.4900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-26,1.4600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-25,1.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-24,1.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-23,1.4400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-22,1.4500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-21,1.4600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-20,1.4600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-19,1.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-18,1.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-17,1.4500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-16,1.4900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-15,1.5000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-14,1.5000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-13,1.5500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-12,1.5400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-11,1.5500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-10,1.6500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-09,1.6400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-08,1.7200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-07,1.6800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-06,1.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-05,1.7300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-04,1.7700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-03,1.7300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-02,1.7700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2025,2025-01-01,1.7100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-31,1.7200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-30,1.6900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-29,1.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-28,1.6800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-27,1.6800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-26,1.6900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-25,1.7400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-24,1.9000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-23,1.9900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-22,2.0800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-21,2.0700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-20,2.0900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-19,2.0900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-18,2.1000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-17,1.9900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-16,2.0100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-15,1.9800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-14,1.9500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-13,1.9500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-12,1.9800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-11,2.0100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-10,2.0300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-09,1.9900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-08,2.0100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-07,2.0300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-06,2.0500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-05,2.0100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-04,2.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-03,2.0200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-02,2.1000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-12-01,2.0700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-30,2.0600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-29,2.1200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-28,2.1300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-27,2.1000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-26,2.1200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-25,2.1200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-24,2.1400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-23,2.1400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-22,2.0700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-21,2.1200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-20,2.1400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-19,2.1500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-18,2.0900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-17,2.0600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-16,2.1300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-15,2.1900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-14,2.2600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-13,2.3500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-12,2.3900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-11,2.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-10,2.6200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-09,2.6500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-08,2.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-07,2.7100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-06,2.8100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-05,2.9900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-04,3.1200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-03,3.2400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-02,3.3700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-11-01,3.5000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-31,3.7300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-30,3.9700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-29,4.0800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-28,4.2900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-27,4.5500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-26,4.6900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-25,4.8800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-24,5.0400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-23,5.3500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-22,5.6900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-21,5.8100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-20,5.8300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-19,5.8500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-18,5.8200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-17,5.7600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-16,5.7100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-15,5.6700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-14,5.8500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-13,6.1100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-12,6.2400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-11,6.3500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-10,6.4800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-09,6.4000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-08,6.4100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-07,6.2800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-06,5.9700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-05,5.7600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-04,5.6600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-03,5.5200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-02,5.4700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-10-01,5.2800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-30,5.2200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-29,5.3000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-28,5.4500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-27,5.4300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-26,5.3900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-25,5.2700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-24,5.2400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-23,5.1800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-22,5.0900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-21,4.9000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-20,4.7900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-19,4.5400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-18,4.2700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-17,4.0000,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-16,3.7200,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-15,3.3900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-14,3.2600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-13,3.1500,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-12,3.1600,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-11,3.1700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-10,3.1100,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-09,3.0800,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-08,3.0700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-07,3.0300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-06,3.0400,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-05,2.9900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-04,2.9700,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-03,3.0300,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-02,2.9900,False
infectious_disease,respiratory,COVID-19,Nation,England,COVID-19_cases_rateRollingMean,all,all,default,2024,2024-09-01,2.9100,False
